Image File,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,x,y
37.36993696387586_127.1059207820659_0_0.jpg,0.3333,0.0086,0.0667,0.0,0.0023,0.0004,0.0,0.0061,0.4115,0.0,0.0751,0.0027,0.0,0.0934,0.0,0.0,0.0,0.0,0.0,127.1059207820659,37.36993696387586
37.3760955259212_127.1056884845884_0_0.jpg,0.4392,0.0079,0.0012,0.0,0.0,0.0075,0.0,0.0047,0.1284,0.0005,0.4099,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,127.1056884845884,37.3760955259212
37.36894345780803_127.113020837385_1_180.jpg,0.2551,0.0002,0.4872,0.0,0.0,0.0006,0.0,0.0033,0.1424,0.0004,0.016,0.0038,0.0001,0.0903,0.0,0.0,0.0,0.0006,0.0,127.113020837385,37.36894345780803
37.36852180488736_127.1077366696934_1_180.jpg,0.3496,0.0298,0.384,0.0345,0.0,0.0175,0.0,0.0066,0.0181,0.0006,0.1425,0.0051,0.0,0.0089,0.0028,0.0,0.0,0.0,0.0,127.1077366696934,37.36852180488736
37.36033972009268_127.1257048971042_0_0.jpg,0.3062,0.0209,0.325,0.0,0.0123,0.0004,0.0001,0.0049,0.142,0.0002,0.1397,0.0045,0.0,0.0437,0.0,0.0,0.0,0.0,0.0,127.1257048971042,37.36033972009268
37.37098373070985_127.1117196313581_1_180.jpg,0.2242,0.0191,0.1442,0.0,0.0,0.0033,0.0,0.0041,0.3628,0.0,0.036,0.0052,0.0008,0.1815,0.0,0.0,0.0,0.0053,0.0135,127.1117196313581,37.37098373070985
37.35647637690576_127.106003669291_1_180.jpg,0.3587,0.0289,0.1084,0.0,0.0119,0.0043,0.0,0.0218,0.3193,0.0,0.091,0.0032,0.0,0.0484,0.0,0.0041,0.0,0.0,0.0,127.106003669291,37.35647637690576
37.37233242130227_127.1120909978136_0_0.jpg,0.1386,0.0037,0.3858,0.0,0.0008,0.0027,0.0,0.0033,0.112,0.0,0.1711,0.0024,0.0,0.1749,0.0047,0.0,0.0,0.0,0.0,127.1120909978136,37.37233242130227
37.35740959263502_127.1242282887488_1_180.jpg,0.1155,0.0225,0.4533,0.0,0.0142,0.0002,0.0,0.0036,0.0914,0.0,0.1176,0.0034,0.0,0.1728,0.0054,0.0,0.0,0.0,0.0,127.1242282887488,37.35740959263502
37.36101807097206_127.1133874518846_0_0.jpg,0.3483,0.0309,0.3105,0.0,0.0061,0.0,0.0001,0.0041,0.02,0.0,0.2328,0.0052,0.0004,0.0389,0.0018,0.0,0.0,0.0008,0.0001,127.1133874518846,37.36101807097206
37.36025674267858_127.1254589205085_0_0.jpg,0.0546,0.0001,0.7596,0.0,0.0001,0.0,0.0,0.0002,0.0348,0.0,0.0,0.0037,0.0003,0.1464,0.0,0.0,0.0,0.0,0.0002,127.1254589205085,37.36025674267858
37.3722828922127_127.1151277204553_1_180.jpg,0.3973,0.0021,0.1982,0.0,0.0,0.0,0.0,0.0014,0.1693,0.0004,0.17,0.005,0.0025,0.0524,0.0,0.0,0.0,0.0014,0.0,127.1151277204553,37.3722828922127
37.36802001716813_127.1059266733624_1_180.jpg,0.3745,0.0429,0.2174,0.0,0.0,0.0,0.0,0.007,0.2752,0.0,0.055,0.0243,0.0009,0.0029,0.0,0.0,0.0,0.0,0.0,127.1059266733624,37.36802001716813
37.36861846923694_127.1070734214664_1_180.jpg,0.3683,0.0557,0.4452,0.0034,0.0043,0.0066,0.0004,0.0104,0.0872,0.0049,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,127.1070734214664,37.36861846923694
37.37212351233304_127.1103593289622_0_0.jpg,0.2782,0.0009,0.0173,0.0,0.1554,0.0016,0.0,0.0401,0.4726,0.0,0.0317,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,127.1103593289622,37.37212351233304
37.36228350989974_127.1164367191049_1_180.jpg,0.2497,0.0011,0.1129,0.0,0.0,0.0015,0.0,0.0098,0.4902,0.1031,0.0147,0.0033,0.0072,0.0067,0.0,0.0,0.0,0.0,0.0,127.1164367191049,37.36228350989974
37.38488050156915_127.1131469968355_1_180.jpg,0.355,0.0001,0.4883,0.0,0.0,0.0,0.0,0.0041,0.0004,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.1131469968355,37.38488050156915
37.3786537510107_127.1091394859455_0_0.jpg,0.3941,0.0159,0.0063,0.0001,0.0,0.0209,0.0003,0.0134,0.1439,0.0015,0.3687,0.0001,0.0,0.0348,0.0,0.0,0.0,0.0,0.0,127.1091394859455,37.3786537510107
37.3685324940954_127.1046000558336_1_180.jpg,0.2413,0.0154,0.0199,0.001,0.0004,0.0267,0.0,0.0049,0.6159,0.0009,0.0433,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0234,127.1046000558336,37.3685324940954
37.38640349691108_127.112796253383_0_0.jpg,0.388,0.0018,0.0198,0.0011,0.1051,0.0159,0.0039,0.0153,0.0374,0.0,0.4077,0.0001,0.0,0.002,0.002,0.0,0.0,0.0,0.0,127.112796253383,37.38640349691108
37.38506494834358_127.1130751628822_0_0.jpg,0.3374,0.0,0.337,0.0,0.0,0.0043,0.0,0.0055,0.0089,0.0,0.2881,0.0,0.0,0.0019,0.0009,0.0161,0.0,0.0,0.0,127.1130751628822,37.38506494834358
37.37009799024844_127.1102025644541_0_0.jpg,0.2492,0.0437,0.4313,0.0,0.0011,0.0004,0.0,0.0103,0.0252,0.0,0.1549,0.0067,0.0002,0.0089,0.0,0.0,0.0,0.0678,0.0004,127.1102025644541,37.37009799024844
37.37260361700991_127.1155815366073_0_0.jpg,0.3647,0.0,0.0213,0.006,0.0018,0.0017,0.005,0.0076,0.2282,0.0605,0.2475,0.0002,0.0001,0.0117,0.0,0.0436,0.0,0.0,0.0,127.1155815366073,37.37260361700991
